frame,x_angle,y_angle,direction
133,3.6356446056168936,0.6826878851198899,Forward
134,3.6461503056602216,0.6797249316749844,Forward
135,3.5413686615546065,0.6607189371942545,Forward
136,3.5550444867328936,0.6187233739719391,Forward
137,3.510280096903855,0.6714017892348706,Forward
138,3.512179071146605,0.4625337147602848,Forward
139,3.5907873595870066,0.6552370965480793,Forward
140,3.6041327639472205,0.6796874056084103,Forward
141,3.751201910300514,0.6124091176803629,Forward
142,3.731686553679957,0.6322627580546272,Forward
143,3.6912530523338645,0.69116715472473,Forward
144,3.730572774287956,0.6302069829600554,Forward
145,3.66460148454488,0.6193738482538337,Forward
146,3.7503753269903544,0.6984447465771222,Forward
147,3.7531662431858255,0.6053425711796341,Forward
148,3.6692880751998,0.5821216061656997,Forward
149,3.6996747026136045,0.6713209496309707,Forward
150,3.7665266510634314,0.6122897871760332,Forward
151,3.6769616602570525,0.5613743157659539,Forward
152,3.6456400378201845,0.5470488520794082,Forward
153,3.656435012304472,0.5461340449236693,Forward
154,3.694928872325351,0.5134978429688486,Forward
155,3.652254146633862,0.44744812704223524,Forward
156,3.6628925533333723,0.5557322400454188,Forward
157,3.734837450345976,0.4106437409710106,Forward
158,3.6402692264839085,0.42287661573031293,Forward
159,3.676022490192544,0.4565212450032312,Forward
160,3.7024681666164705,0.3526232740981188,Forward
161,3.653049569267851,0.4571318060383516,Forward
162,3.67574416197874,0.34634094980332497,Forward
163,3.6622779564651973,0.5143219284424461,Forward
164,3.7022992265513794,0.38966053521808847,Forward
165,3.659323818807093,0.4199132629829825,Forward
166,3.696197481609861,0.4208766182909229,Forward
167,3.7262617032621117,0.4402719462233486,Forward
168,3.777059724117845,0.39593598632072696,Forward
169,3.7035316537154994,0.4576447496508537,Forward
170,3.7727250257539167,0.4503514428599222,Forward
171,3.701201961887204,0.47525388909093924,Forward
172,3.727438497359825,0.5068364240588191,Forward
173,3.695449973308474,0.5241629752141148,Forward
174,3.568965302778898,0.5839049765268725,Forward
175,3.623726106759207,0.8373169116812337,Forward
176,3.8200069461295247,1.292321460716259,Forward
177,3.6890663885224457,1.871825808579171,Forward
178,3.6981408222997034,2.534868167934627,Forward
179,3.7980632472351226,3.564224590104543,Forward
180,3.5433292788748068,4.404458015178902,Forward
181,3.685849785884064,4.933723031020352,Forward
182,3.6795098166684284,5.8472925960444755,Forward
183,3.518458583865599,6.578692348998889,Forward
184,3.3251009352424594,6.980982745141585,Forward
185,2.9990283367579273,7.3533675806139325,Forward
186,3.0926957294136046,7.534768935036969,Forward
187,3.028492330627356,8.249237101437076,Forward
188,2.8568433617840356,8.273708773041996,Forward
189,2.4037621307711508,8.648231830632655,Forward
190,1.9273748990546817,9.00065857989592,Forward
191,1.5476587667616681,9.347357898278585,Forward
192,1.532216497469487,9.457283034941788,Forward
193,1.635089599216257,9.451387753804084,Forward
194,1.5230937967382556,9.650051878981314,Forward
195,1.4579271697377258,9.44506093842882,Forward
196,1.0246698071101668,9.245197441526882,Forward
197,0.9230384505076391,9.704249869368413,Forward
198,1.0036195827295171,9.898817709231853,Forward
199,0.7944347151132716,9.762830303266917,Forward
200,0.6154006715416018,9.538187235428738,Forward
201,0.534385888456062,9.603300667794912,Forward
202,0.41937399326478003,9.235427339903199,Forward
203,0.18963945507969063,9.563378326478828,Forward
204,0.5286081233631924,9.80357244430153,Forward
205,0.46165023504416514,9.496115021091407,Forward
206,0.5733942547327024,9.507427579467228,Forward
207,0.5966018748448271,9.538568771917456,Forward
208,0.8336124975310892,9.45261287072792,Forward
209,0.6014947196511716,8.723906915207266,Forward
210,0.5886442738082914,8.679560927405424,Forward
211,0.6507868516102521,8.788556760422983,Forward
212,0.8032441767730543,8.460152830374916,Forward
213,1.1295585919319933,8.590429829430512,Forward
214,1.6990781364142713,8.267611126254875,Forward
215,1.6595987332030109,7.542626507213058,Forward
216,1.61624522870391,6.4404910556654285,Forward
217,1.672822360843841,5.214648932680067,Forward
218,1.7525577006243394,4.164162988020768,Forward
219,1.8553763004904134,2.925338799168327,Forward
220,1.6251871059767908,1.9892583450421397,Forward
221,1.6957273606506198,1.1992533653257569,Forward
222,1.5175061106824934,0.6607896367684739,Forward
223,1.380960497838547,0.057698323690822506,Forward
224,1.4187273756500447,-0.2481879547429298,Forward
225,1.341120894478481,-0.46015151974836355,Forward
226,1.4013723119565804,-0.5860953707127673,Forward
227,1.1433437571965916,-0.7484891029006804,Forward
228,1.1342129242759749,-0.8806231189922362,Forward
229,1.0898150567095641,-0.9632787412298246,Forward
230,1.1278714840699344,-0.9945696896208694,Forward
231,1.1509496186021515,-1.2127857492061664,Forward
232,1.1978111025434244,-1.4221458454994174,Forward
233,1.14641103619479,-1.6681762019548532,Forward
234,1.0548208760232798,-1.829203357246171,Forward
235,0.9755132134873962,-1.9758810634333368,Forward
236,1.0057699518816365,-2.0502945538188246,Forward
237,0.9402607311054183,-2.1751971719253795,Forward
238,1.2291888310752703,-2.234437388823295,Forward
239,1.1669158898817078,-2.3640466177026136,Forward
240,1.1243630213212836,-2.4897834486765613,Forward
241,1.1791034909160103,-2.4751766910989237,Forward
242,1.0886171657614718,-2.4580669190089437,Forward
243,1.1697696334688115,-2.447537890193179,Forward
244,1.0614108581717365,-2.480741319668294,Forward
245,0.96016629920322,-2.33406587449246,Forward
